audio_path,transcript,duration
timit/data/TRAIN/DR3/MDHS0/SX360.WAV,i assume moisture will damage this ships hull,41063
timit/data/TRAIN/DR3/MDHS0/SX90.WAV,the thinker is a famous sculpture,31642
timit/data/TRAIN/DR3/MDHS0/SX180.WAV,almost all colleges are now coeducational,42906
timit/data/TRAIN/DR3/MDHS0/SX450.WAV,roy ignored the spurious data points in drawing the graph,49562
timit/data/TRAIN/DR3/MLNS0/SX417.WAV,valley lodge yearly celebrates the first calf born,53965
timit/data/TRAIN/DR3/MLNS0/SX147.WAV,correct execution of my instructions is crucial,39936
timit/data/TRAIN/DR3/MLNS0/SX237.WAV,the courier was a dwarf,25600
timit/data/TRAIN/DR3/MLNS0/SI777.WAV,ease in any extra fullness evenly around,41677
timit/data/TRAIN/DR3/MLNS0/SX57.WAV,the prowler wore a ski mask for disguise,37069
timit/data/TRAIN/DR3/MLNS0/SI1407.WAV,within a month calls were up seventy per cent,35943
timit/data/TRAIN/DR3/MLNS0/SX327.WAV,al received a joint appointment in the biology and the engineering departments,59188
timit/data/TRAIN/DR3/MLNS0/SI2037.WAV,he crossed the next meadow and climbed a tree where the jungle trail resumed,57344
timit/data/TRAIN/DR3/FPAZ0/SI963.WAV,however this inaugural feast did its sponsors no good whatever,65844
timit/data/TRAIN/DR3/FPAZ0/SX63.WAV,continental drift is a geological theory,48128
timit/data/TRAIN/DR3/FPAZ0/SI1593.WAV,neither acknowledged the gift,28263
timit/data/TRAIN/DR3/FPAZ0/SX153.WAV,scholastic aptitude is judged by standardized tests,56832
timit/data/TRAIN/DR3/FPAZ0/SX423.WAV,smash lightbulbs and their cash value will diminish to nothing,54784
timit/data/TRAIN/DR3/FPAZ0/SX27.WAV,did dad do academic bidding,29799
timit/data/TRAIN/DR3/FPAZ0/SI2223.WAV,in these damp circumstances he was an oddson bet to develop pneumonia,75879
timit/data/TRAIN/DR3/FPAZ0/SX243.WAV,they all agree that the essay is barely intelligible,47309
timit/data/TRAIN/DR3/MDEF0/SI1123.WAV,they also furnish proof that in modern war message sending must be monitored,79053
timit/data/TRAIN/DR3/MDEF0/SX303.WAV,the bluejay flew over the high building,30311
timit/data/TRAIN/DR3/MDEF0/SX213.WAV,the news agency hired a great journalist,41780
timit/data/TRAIN/DR3/MDEF0/SI1563.WAV,it was a grotesque hen five or six feet tall,43725
timit/data/TRAIN/DR3/MDEF0/SX393.WAV,she uses both names interchangeably,32666
timit/data/TRAIN/DR3/MDEF0/SX33.WAV,coconut cream pie makes a nice dessert,45773
timit/data/TRAIN/DR3/MDEF0/SX123.WAV,a screwdriver is made from vodka and orange juice,42804
timit/data/TRAIN/DR3/MDEF0/SI2193.WAV,now maybe theyd realize that life can be tough,38400
timit/data/TRAIN/DR3/MDBB1/SX106.WAV,a huge tapestry hung in her hallway,36045
timit/data/TRAIN/DR3/MDBB1/SX16.WAV,a roll of wire lay near the wall,33588
timit/data/TRAIN/DR3/MDBB1/SI1636.WAV,this coat looks like a rag heap,29184
timit/data/TRAIN/DR3/MDBB1/SX376.WAV,women may never become completely equal to men,45876
timit/data/TRAIN/DR3/MDBB1/SI1006.WAV,quince seed gum is the main ingredient in wavesetting lotions,61338
timit/data/TRAIN/DR3/MDBB1/SI2056.WAV,all that time rifle barrels were pointing unwaveringly at his head and body,61645
timit/data/TRAIN/DR3/MDBB1/SX196.WAV,how do oysters make pearls,30925
timit/data/TRAIN/DR3/MDBB1/SX286.WAV,in every major cloverleaf traffic sometimes gets backed up,60007
timit/data/TRAIN/DR3/MREH1/SI2229.WAV,hows your sunburn now,30311
timit/data/TRAIN/DR3/MREH1/SX339.WAV,did shawn catch that big goose without help,48128
timit/data/TRAIN/DR3/MREH1/SX249.WAV,i ate every oyster on noras plate,42701
timit/data/TRAIN/DR3/MREH1/SX159.WAV,the government sought authorization of his citizenship,56730
timit/data/TRAIN/DR3/MREH1/SX429.WAV,a toothpaste tube should be squeezed from the bottom,52020
timit/data/TRAIN/DR3/MREH1/SI969.WAV,what had been the ambassadors suite was now jagged walls of blackened brick,84685
timit/data/TRAIN/DR3/MREH1/SX69.WAV,eat your raisins outdoors on the porch steps,55808
timit/data/TRAIN/DR3/MREH1/SI1599.WAV,they moved toward the skiffs with shocking eagerness elbowing and shoving,81101
timit/data/TRAIN/DR3/FSJS0/SX271.WAV,be careful not to plow over the flower beds,45773
timit/data/TRAIN/DR3/FSJS0/SI541.WAV,it helps those people who help themselves,60212
timit/data/TRAIN/DR3/FSJS0/SI1801.WAV,if we left one wed have to wipe it for fingerprints,59904
timit/data/TRAIN/DR3/FSJS0/SX361.WAV,the speech symposium might begin monday,41984
timit/data/TRAIN/DR3/FSJS0/SI1171.WAV,nor were his manners barbaric,35636
timit/data/TRAIN/DR3/FSJS0/SX91.WAV,the misprint provoked an immediate disclaimer,46900
timit/data/TRAIN/DR3/FSJS0/SX181.WAV,rich looked for spotted hyenas and jaguars on the safari,64308
timit/data/TRAIN/DR3/FSJS0/SX451.WAV,the thick elm forest was nearly overwhelmed by dutch elm disease,65127
timit/data/TRAIN/DR3/FJLG0/SX449.WAV,ralph prepared red snapper with fresh lemon sauce for dinner,60519
timit/data/TRAIN/DR3/FJLG0/SI1889.WAV,his legs pumped furiously his long black hair streamed out behind him,75572
timit/data/TRAIN/DR3/FJLG0/SX359.WAV,the system may break down soon so save your files frequently,57754
timit/data/TRAIN/DR3/FJLG0/SI2306.WAV,yes maam it sure was,28980
timit/data/TRAIN/DR3/FJLG0/SX89.WAV,its hard to tell an original from a forgery,44954
timit/data/TRAIN/DR3/FJLG0/SX179.WAV,we could barely see the fjords through the snow flurries,50688
timit/data/TRAIN/DR3/FJLG0/SI1506.WAV,they were pursuing him,25191
timit/data/TRAIN/DR3/FJLG0/SX269.WAV,do atypical farmers grow oats,39629
timit/data/TRAIN/DR3/MDLH0/SX70.WAV,did you eat yet,17408
timit/data/TRAIN/DR3/MDLH0/SX160.WAV,as coauthors we presented our new book to the haughty audience,70042
timit/data/TRAIN/DR3/MDLH0/SI1960.WAV,a slug had torn half of his stirrupguard away,57856
timit/data/TRAIN/DR3/MDLH0/SI574.WAV,it motivates his behavior,32154
timit/data/TRAIN/DR3/MDLH0/SX430.WAV,those who are not purists use canned vegetables when making stew,64820
timit/data/TRAIN/DR3/MDLH0/SX340.WAV,ducks have webbed feet and colorful feathers,52020
timit/data/TRAIN/DR3/MDLH0/SX250.WAV,the boston ballet overcame their funding shortage,51508
timit/data/TRAIN/DR3/MDLH0/SI700.WAV,youre so preoccupied that youve let your faith grow dim,60212
timit/data/TRAIN/DR3/MHJB0/SX117.WAV,the mango and the papaya are in a bowl,34714
timit/data/TRAIN/DR3/MHJB0/SI1647.WAV,if it ever got behind me the beep turned to a buzz,46490
timit/data/TRAIN/DR3/MHJB0/SI2277.WAV,another stock vaudeville gag ran mother is home sick in bed with the doctor,63898
timit/data/TRAIN/DR3/MHJB0/SX207.WAV,do you hear the sleigh bells ringing,25805
timit/data/TRAIN/DR3/MHJB0/SX387.WAV,the giant redwoods shimmered in the glistening sun,40653
timit/data/TRAIN/DR3/MHJB0/SI1017.WAV,to hold em in a compact mass was close herdin,37172
timit/data/TRAIN/DR3/MHJB0/SX27.WAV,did dad do academic bidding,31744
timit/data/TRAIN/DR3/MHJB0/SX297.WAV,rockandroll music has a great rhythm,28672
timit/data/TRAIN/DR3/FSKC0/SI786.WAV,dont lose the chuck key,28058
timit/data/TRAIN/DR3/FSKC0/SX66.WAV,we got drenched from the uninterrupted rain,40756
timit/data/TRAIN/DR3/FSKC0/SI1416.WAV,necessary retouching was put on at once,42189
timit/data/TRAIN/DR3/FSKC0/SX156.WAV,our experiments positive outcome was unexpected,41165
timit/data/TRAIN/DR3/FSKC0/SX426.WAV,a moth zigzagged along the path through ottos garden,48640
timit/data/TRAIN/DR3/FSKC0/SI2046.WAV,he straightened up alert now as the buffalo hunter came closer,53146
timit/data/TRAIN/DR3/FSKC0/SX246.WAV,how ancient is this subway escalator,37684
timit/data/TRAIN/DR3/FSKC0/SX336.WAV,rob made hungarian goulash for dinner and gooseberry pie for dessert,62260
timit/data/TRAIN/DR3/FCKE0/SI481.WAV,this he added brought about petty jealousies and petty personal grievances,75674
timit/data/TRAIN/DR3/FCKE0/SX301.WAV,we like bleu cheese but victor prefers swiss cheese,42804
timit/data/TRAIN/DR3/FCKE0/SI1741.WAV,she always did before and showed the utmost confidence in whatever we advised,71476
timit/data/TRAIN/DR3/FCKE0/SX211.WAV,only the best players enjoy popularity,41780
timit/data/TRAIN/DR3/FCKE0/SX391.WAV,they all like long hot showers,30516
timit/data/TRAIN/DR3/FCKE0/SI1111.WAV,how do we define it,18330
timit/data/TRAIN/DR3/FCKE0/SX31.WAV,a good attitude is unbeatable,25498
timit/data/TRAIN/DR3/FCKE0/SX121.WAV,trespassing is forbidden and subject to penalty,40448
timit/data/TRAIN/DR3/MDJM0/SX105.WAV,you must explicitly delete files,35840
timit/data/TRAIN/DR3/MDJM0/SI1455.WAV,the single curve line represents a specific formulation in a test example,74240
timit/data/TRAIN/DR3/MDJM0/SX15.WAV,the museum hires musicians every evening,45159
timit/data/TRAIN/DR3/MDJM0/SX375.WAV,growing wellkept gardens is very time consuming,45876
timit/data/TRAIN/DR3/MDJM0/SI825.WAV,what it does aids in preventing foamy bloat,49152
timit/data/TRAIN/DR3/MDJM0/SX195.WAV,would you allow acts of violence,31642
timit/data/TRAIN/DR3/MDJM0/SI2085.WAV,she was so beautiful so valiant so pitiable,50381
timit/data/TRAIN/DR3/MDJM0/SX285.WAV,rich purchased several signed lithographs,41165
timit/data/TRAIN/DR3/MWGR0/SX166.WAV,biologists use radioactive isotopes to study microorganisms,59802
timit/data/TRAIN/DR3/MWGR0/SI976.WAV,now a distinguished old man called on nine divinities to come and join us,59495
timit/data/TRAIN/DR3/MWGR0/SX76.WAV,gently place jims foam sculpture in the box,45159
timit/data/TRAIN/DR3/MWGR0/SX436.WAV,please sing just the club theme,33280
timit/data/TRAIN/DR3/MWGR0/SX346.WAV,the barracuda recoiled from the serpents poisonous fangs,54989
timit/data/TRAIN/DR3/MWGR0/SI1606.WAV,infectious hepatitis he shouted heartily,39220
timit/data/TRAIN/DR3/MWGR0/SI2236.WAV,now dont tell me what a good ball player you are,41575
timit/data/TRAIN/DR3/MWGR0/SX256.WAV,the irate actor stomped away idiotically,40039
timit/data/TRAIN/DR3/FCMG0/SI1872.WAV,he kissed her also and with deep tenderness,42701
timit/data/TRAIN/DR3/FCMG0/SI1242.WAV,but it did print good verse and good fiction,44032
timit/data/TRAIN/DR3/FCMG0/SX72.WAV,spring street is straight ahead,35738
timit/data/TRAIN/DR3/FCMG0/SI1142.WAV,research into several cultures has proven her position to be a mistaken one,79156
timit/data/TRAIN/DR3/FCMG0/SX162.WAV,her auburn hair reminded him of autumn leaves,54477
timit/data/TRAIN/DR3/FCMG0/SX342.WAV,take charge of choosing her brides maids gowns,50381
timit/data/TRAIN/DR3/FCMG0/SX432.WAV,coffee is grown on steep junglelike slopes in temperate zones,73524
timit/data/TRAIN/DR3/FCMG0/SX252.WAV,the gorgeous butterfly ate a lot of nectar,38708
timit/data/TRAIN/DR3/MAKB0/SX116.WAV,clasp the screw in your left hand,65639
timit/data/TRAIN/DR3/MAKB0/SI1646.WAV,your leg muscles and back muscles feel weary,48845
timit/data/TRAIN/DR3/MAKB0/SX206.WAV,when peeling an orange it is hard not to spray juice,45364
timit/data/TRAIN/DR3/MAKB0/SI2276.WAV,one species of ambiguity tries to baffle by interweaving repetition,82023
timit/data/TRAIN/DR3/MAKB0/SX386.WAV,which church do the smiths worship in,39527
timit/data/TRAIN/DR3/MAKB0/SI1016.WAV,to keep em scattered somewhat and yet herd em was called loose herdin,96871
timit/data/TRAIN/DR3/MAKB0/SX26.WAV,most young rise early every morning,40141
timit/data/TRAIN/DR3/MAKB0/SX296.WAV,the two artists exchanged autographs,41984
timit/data/TRAIN/DR3/MREE0/SI1734.WAV,it was not whatever tale was told by tails,52224
timit/data/TRAIN/DR3/MREE0/SX114.WAV,the cartoon features a muskrat and a tadpole,42496
timit/data/TRAIN/DR3/MREE0/SX204.WAV,even i occasionally get the monday blues,41472
timit/data/TRAIN/DR3/MREE0/SI1959.WAV,he had not covered a hundred yards before a gun crashed from somewhere behind,67175
timit/data/TRAIN/DR3/MREE0/SX384.WAV,please shorten this skirt for joyce,34509
timit/data/TRAIN/DR3/MREE0/SI1104.WAV,this girl soon drops the bourgeoisie psychiatrist who disapproves of her life,73216
timit/data/TRAIN/DR3/MREE0/SX24.WAV,although always alone we survive,37069
timit/data/TRAIN/DR3/MREE0/SX294.WAV,should giraffes be kept in small zoos,42599
timit/data/TRAIN/DR3/MMAM0/SI1668.WAV,oh no not again he said aloud,35431
timit/data/TRAIN/DR3/MMAM0/SI1597.WAV,the figure in the corner belched loudly a deep liquid eruption,59597
timit/data/TRAIN/DR3/MMAM0/SX67.WAV,last years gas shortage caused steep price increases,49152
timit/data/TRAIN/DR3/MMAM0/SX427.WAV,every cab needs repainting often,31540
timit/data/TRAIN/DR3/MMAM0/SX157.WAV,remove the splinter with a pair of tweezers,31642
timit/data/TRAIN/DR3/MMAM0/SX247.WAV,the cigarettes in the clay ashtray overflowed onto the oak table,54887
timit/data/TRAIN/DR3/MMAM0/SX337.WAV,bob bandaged both wounds with the skill of a doctor,40960
timit/data/TRAIN/DR3/MMAM0/SI2227.WAV,youre having a miserable time arent you,30720
timit/data/TRAIN/DR3/MDDC0/SX339.WAV,did shawn catch that big goose without help,35328
timit/data/TRAIN/DR3/MDDC0/SX249.WAV,i ate every oyster on noras plate,39220
timit/data/TRAIN/DR3/MDDC0/SX159.WAV,the government sought authorization of his citizenship,47412
timit/data/TRAIN/DR3/MDDC0/SX429.WAV,a toothpaste tube should be squeezed from the bottom,42599
timit/data/TRAIN/DR3/MDDC0/SI2049.WAV,shall we teach him some,22631
timit/data/TRAIN/DR3/MDDC0/SI1419.WAV,the failure to keep these two usages distinct presents hazards to the reader,66048
timit/data/TRAIN/DR3/MDDC0/SI789.WAV,but problems cling to pools as any pool owner knows,55706
timit/data/TRAIN/DR3/MDDC0/SX69.WAV,eat your raisins outdoors on the porch steps,40756
timit/data/TRAIN/DR3/FSJW0/SI1333.WAV,xray films of the vertebral column showed progression of the demineralization,83252
timit/data/TRAIN/DR3/FSJW0/SX73.WAV,cliffs display was misplaced on the screen,53965
timit/data/TRAIN/DR3/FSJW0/SX163.WAV,they remain lifelong friends and companions,43623
timit/data/TRAIN/DR3/FSJW0/SI1963.WAV,each plane carried two fivehundred pound bombs,48128
timit/data/TRAIN/DR3/FSJW0/SX343.WAV,the frightened child was gently subdued by his big brother,57140
timit/data/TRAIN/DR3/FSJW0/SX433.WAV,the overweight charmer could slip poison into anyones tea,53146
timit/data/TRAIN/DR3/FSJW0/SX253.WAV,by eating yogurt you may live longer,35533
timit/data/TRAIN/DR3/FSJW0/SI703.WAV,it was muscular but it wasnt symmetrical,41472
timit/data/TRAIN/DR3/MDSS1/SI1327.WAV,sometimes although by no means always these are indeed alkaline,56935
timit/data/TRAIN/DR3/MDSS1/SI697.WAV,but from the start they had two important ingredients sincerity and realism,57140
timit/data/TRAIN/DR3/MDSS1/SX67.WAV,last years gas shortage caused steep price increases,48538
timit/data/TRAIN/DR3/MDSS1/SX427.WAV,every cab needs repainting often,33792
timit/data/TRAIN/DR3/MDSS1/SX157.WAV,remove the splinter with a pair of tweezers,35124
timit/data/TRAIN/DR3/MDSS1/SX247.WAV,the cigarettes in the clay ashtray overflowed onto the oak table,55399
timit/data/TRAIN/DR3/MDSS1/SX337.WAV,bob bandaged both wounds with the skill of a doctor,40244
timit/data/TRAIN/DR3/MDSS1/SI1713.WAV,he may try to phone us,24167
timit/data/TRAIN/DR3/FDJH0/SX305.WAV,cottage cheese with chives is delicious,41677
timit/data/TRAIN/DR3/FDJH0/SX215.WAV,the sermon emphasized the need for affirmative action,45466
timit/data/TRAIN/DR3/FDJH0/SI1565.WAV,they often threw tidbits overboard,38912
timit/data/TRAIN/DR3/FDJH0/SX395.WAV,i took her word for it but is she really going with you,47104
timit/data/TRAIN/DR3/FDJH0/SI935.WAV,crooked overlapping twisted or widely spaced teeth,66663
timit/data/TRAIN/DR3/FDJH0/SX125.WAV,westchester is a county in new york,38298
timit/data/TRAIN/DR3/FDJH0/SI2195.WAV,virus infection nothing shed scream at him,49972
timit/data/TRAIN/DR3/FDJH0/SX35.WAV,help celebrate your brothers success,40346
timit/data/TRAIN/DR3/FEME0/SI875.WAV,look for these features which may mean you can save duplicate coverage,75469
timit/data/TRAIN/DR3/FEME0/SX65.WAV,challenge each generals intelligence,39936
timit/data/TRAIN/DR3/FEME0/SI2135.WAV,you feel him every mile further away,37888
timit/data/TRAIN/DR3/FEME0/SX155.WAV,the water contained too much chlorine and stung his eyes,56116
timit/data/TRAIN/DR3/FEME0/SX425.WAV,movies never have enough villains,45876
timit/data/TRAIN/DR3/FEME0/SX245.WAV,does hindu ideology honor cows,44032
timit/data/TRAIN/DR3/FEME0/SX335.WAV,gus saw pine trees and redwoods on his walk through sequoia national forest,76698
timit/data/TRAIN/DR3/FEME0/SI1505.WAV,the blow encountered silky hair and hard bone,50381
timit/data/TRAIN/DR3/FLJD0/SX166.WAV,biologists use radioactive isotopes to study microorganisms,64308
timit/data/TRAIN/DR3/FLJD0/SX76.WAV,gently place jims foam sculpture in the box,48640
timit/data/TRAIN/DR3/FLJD0/SX436.WAV,please sing just the club theme,28672
timit/data/TRAIN/DR3/FLJD0/SX346.WAV,the barracuda recoiled from the serpents poisonous fangs,53863
timit/data/TRAIN/DR3/FLJD0/SI1516.WAV,the word also made him feel hate sincere hate for those so labeled,79770
timit/data/TRAIN/DR3/FLJD0/SI2146.WAV,but it was a hopeful sign he told himself,38708
timit/data/TRAIN/DR3/FLJD0/SI886.WAV,he snatched at it savagely,30413
timit/data/TRAIN/DR3/FLJD0/SX256.WAV,the irate actor stomped away idiotically,41268
timit/data/TRAIN/DR3/MMSM0/SI1736.WAV,the poor unlucky  the telephone rang,42701
timit/data/TRAIN/DR3/MMSM0/SX116.WAV,clasp the screw in your left hand,36557
timit/data/TRAIN/DR3/MMSM0/SX206.WAV,when peeling an orange it is hard not to spray juice,51508
timit/data/TRAIN/DR3/MMSM0/SX386.WAV,which church do the smiths worship in,46490
timit/data/TRAIN/DR3/MMSM0/SX26.WAV,most young rise early every morning,47207
timit/data/TRAIN/DR3/MMSM0/SI1106.WAV,everything in the final analysis reduced itself to sexual symbolism,67994
timit/data/TRAIN/DR3/MMSM0/SX296.WAV,the two artists exchanged autographs,40858
timit/data/TRAIN/DR3/MMSM0/SI476.WAV,so if anybody solicits by phone make sure you mail the dough to the above,70042
timit/data/TRAIN/DR3/FJLR0/SI1861.WAV,my dress needs some work on it,27341
timit/data/TRAIN/DR3/FJLR0/SI1231.WAV,and their chroniclers are not the dramatic poets but the prose novelists,69325
timit/data/TRAIN/DR3/FJLR0/SX61.WAV,chocolate and roses never fail as a romantic gift,56320
timit/data/TRAIN/DR3/FJLR0/SX421.WAV,those who teach values first abolish cheating,44749
timit/data/TRAIN/DR3/FJLR0/SX151.WAV,the previous speaker presented ambiguous results,52941
timit/data/TRAIN/DR3/FJLR0/SI601.WAV,but that explanation is only partly true,44647
timit/data/TRAIN/DR3/FJLR0/SX331.WAV,the big dog loved to chew on the old rag doll,50996
timit/data/TRAIN/DR3/FJLR0/SX241.WAV,the hallway opens into a huge chamber,44852
timit/data/TRAIN/DR3/MADC0/SX107.WAV,birthday parties have cupcakes and ice cream,45876
timit/data/TRAIN/DR3/MADC0/SX17.WAV,carl lives in a lively home,31437
timit/data/TRAIN/DR3/MADC0/SI737.WAV,have a testrun on the family first to be sure timing and seasoning are right,76800
timit/data/TRAIN/DR3/MADC0/SX377.WAV,she always jokes about too much garlic in his food,51098
timit/data/TRAIN/DR3/MADC0/SI1367.WAV,the battery median gradeequivalent was used in data analysis in this study,72090
timit/data/TRAIN/DR3/MADC0/SI1997.WAV,like as if it were built of books,50791
timit/data/TRAIN/DR3/MADC0/SX197.WAV,draw each graph on a new axis,40858
timit/data/TRAIN/DR3/MADC0/SX287.WAV,in the long run it pays to buy quality clothing,48743
timit/data/TRAIN/DR3/MKLS1/SI2175.WAV,shivering he put on his clothes,36557
timit/data/TRAIN/DR3/MKLS1/SX105.WAV,you must explicitly delete files,42292
timit/data/TRAIN/DR3/MKLS1/SI915.WAV,then again theres always that lovely old pastime of hooking or braiding rugs,71271
timit/data/TRAIN/DR3/MKLS1/SX15.WAV,the museum hires musicians every evening,46490
timit/data/TRAIN/DR3/MKLS1/SI1545.WAV,they did not know who they were or know their own worth,51610
timit/data/TRAIN/DR3/MKLS1/SX375.WAV,growing wellkept gardens is very time consuming,51303
timit/data/TRAIN/DR3/MKLS1/SX195.WAV,would you allow acts of violence,31642
timit/data/TRAIN/DR3/MKLS1/SX285.WAV,rich purchased several signed lithographs,39834
timit/data/TRAIN/DR2/FJKL0/SX302.WAV,tofu is made from processed soybeans,40551
timit/data/TRAIN/DR2/FJKL0/SX212.WAV,i gave them several choices and let them set the priorities,56116
timit/data/TRAIN/DR2/FJKL0/SX392.WAV,a young mouse scampered across the field and disappeared,49664
timit/data/TRAIN/DR2/FJKL0/SI1562.WAV,was it a birthday ball,19764
timit/data/TRAIN/DR2/FJKL0/SX32.WAV,its fun to roast marshmallows on a gas burner,41575
timit/data/TRAIN/DR2/FJKL0/SX122.WAV,encyclopedias seldom present anecdotal evidence,56116
timit/data/TRAIN/DR2/FJKL0/SI932.WAV,his prescription hot and cold compresses to increase her absorption of water,79565
timit/data/TRAIN/DR2/FJKL0/SI2192.WAV,but now she looked ugly,25191
timit/data/TRAIN/DR2/FDNC0/SI1278.WAV,solid concrete blocks relatively heavy and dense are used for this shelter,83661
timit/data/TRAIN/DR2/FDNC0/SX288.WAV,brush fires are common in the dry underbrush of nevada,61236
timit/data/TRAIN/DR2/FDNC0/SX198.WAV,norwegian sweaters are made of lambs wool,41063
timit/data/TRAIN/DR2/FDNC0/SX378.WAV,i just saw jim near the new archeological museum,55296
timit/data/TRAIN/DR2/FDNC0/SI2287.WAV,of course dear she said,29901
timit/data/TRAIN/DR2/FDNC0/SX18.WAV,alimony harms a divorced mans wealth,51405
timit/data/TRAIN/DR2/FDNC0/SI1908.WAV,after another long pause he asked how many people know who they are,73524
timit/data/TRAIN/DR2/FDNC0/SX108.WAV,his scalp was blistered from todays hot sun,47002
timit/data/TRAIN/DR2/MKDT0/SX263.WAV,how oily do you like your salad dressing,37786
timit/data/TRAIN/DR2/MKDT0/SX173.WAV,whoever cooperates in finding nans cameo will be rewarded,61338
timit/data/TRAIN/DR2/MKDT0/SI814.WAV,fall slowly forward onto the hands and let the body down to rest on the floor,71373
timit/data/TRAIN/DR2/MKDT0/SX353.WAV,a connoisseur will enjoy this shellfish dish,56013
timit/data/TRAIN/DR2/MKDT0/SX83.WAV,my instructions desperately need updating,42087
timit/data/TRAIN/DR2/MKDT0/SX443.WAV,a lone star shone in the early evening sky,50279
timit/data/TRAIN/DR2/MKDT0/SI2153.WAV,he recognized his jacket and trousers,40244
timit/data/TRAIN/DR2/MKDT0/SI893.WAV,theres never enough corn peas or strawberries,46900
timit/data/TRAIN/DR2/MRLJ0/SX70.WAV,did you eat yet,19047
timit/data/TRAIN/DR2/MRLJ0/SI1420.WAV,this is no assignment for a frivolous girl she assures him,50586
timit/data/TRAIN/DR2/MRLJ0/SI790.WAV,we seemed to be witnessing the population explosion right in our own backyards,66048
timit/data/TRAIN/DR2/MRLJ0/SX160.WAV,as coauthors we presented our new book to the haughty audience,52122
timit/data/TRAIN/DR2/MRLJ0/SI2050.WAV,a third shot doused the light,30516
timit/data/TRAIN/DR2/MRLJ0/SX430.WAV,those who are not purists use canned vegetables when making stew,54989
timit/data/TRAIN/DR2/MRLJ0/SX340.WAV,ducks have webbed feet and colorful feathers,38810
timit/data/TRAIN/DR2/MRLJ0/SX250.WAV,the boston ballet overcame their funding shortage,39322
timit/data/TRAIN/DR2/MJHI0/SX338.WAV,the dark murky lagoon wound around for miles,50381
timit/data/TRAIN/DR2/MJHI0/SX248.WAV,reading in poor light gives you eyestrain,35328
timit/data/TRAIN/DR2/MJHI0/SX428.WAV,a crab challenged me but a quick stab vanquished him,59700
timit/data/TRAIN/DR2/MJHI0/SX158.WAV,the drunkard is a social outcast,32973
timit/data/TRAIN/DR2/MJHI0/SI555.WAV,only ingenuity will uncover it,33383
timit/data/TRAIN/DR2/MJHI0/SX68.WAV,upgrade your status to reflect your wealth,39424
timit/data/TRAIN/DR2/MJHI0/SI698.WAV,the crisis later on when debts seemed about to overwhelm me,57549
timit/data/TRAIN/DR2/MJHI0/SI1328.WAV,it is possible to make a few generalizations about the six giants themselves,78029
timit/data/TRAIN/DR2/MRMS0/SX300.WAV,amoebas change shape constantly,33588
timit/data/TRAIN/DR2/MRMS0/SX210.WAV,jeffs toy gocart never worked,31847
timit/data/TRAIN/DR2/MRMS0/SI2100.WAV,then after a while she went to her mirror,37376
timit/data/TRAIN/DR2/MRMS0/SI2057.WAV,he strolled back to the door whistling softly hands still clasped behind him,69530
timit/data/TRAIN/DR2/MRMS0/SX390.WAV,he picked up nine pairs of socks for each brother,42292
timit/data/TRAIN/DR2/MRMS0/SX30.WAV,get a calico cat to keep,26932
timit/data/TRAIN/DR2/MRMS0/SI1113.WAV,whether historically a fact or not the legend has a certain symbolic value,61440
timit/data/TRAIN/DR2/MRMS0/SX120.WAV,the coyote bobcat and hyena are wild animals,49152
timit/data/TRAIN/DR2/MEFG0/SX105.WAV,you must explicitly delete files,39220
timit/data/TRAIN/DR2/MEFG0/SI491.WAV,hiring the wife for ones company  may win her taxaided retirement income,72807
timit/data/TRAIN/DR2/MEFG0/SX15.WAV,the museum hires musicians every evening,45261
timit/data/TRAIN/DR2/MEFG0/SX375.WAV,growing wellkept gardens is very time consuming,54682
timit/data/TRAIN/DR2/MEFG0/SI598.WAV,new selfdeceiving rags are hurriedly tossed on the toonaked bones,73421
timit/data/TRAIN/DR2/MEFG0/SX195.WAV,would you allow acts of violence,33588
timit/data/TRAIN/DR2/MEFG0/SI465.WAV,nobody really expects to evacuate,44442
timit/data/TRAIN/DR2/MEFG0/SX285.WAV,rich purchased several signed lithographs,45671
timit/data/TRAIN/DR2/FMMH0/SI1537.WAV,it would be well to show the populace how we deal with adulterers,62669
timit/data/TRAIN/DR2/FMMH0/SI2167.WAV,a smile pulled at the lower strip of adhesive tape,54272
timit/data/TRAIN/DR2/FMMH0/SI907.WAV,somehow we oldtimers never figured we would ever retire,51712
timit/data/TRAIN/DR2/FMMH0/SX7.WAV,nothing is as offensive as innocence,45466
timit/data/TRAIN/DR2/FMMH0/SX367.WAV,the surplus shoes were sold at a discount price,46080
timit/data/TRAIN/DR2/FMMH0/SX187.WAV,they often go out in the evening,33792
timit/data/TRAIN/DR2/FMMH0/SX420.WAV,seamstresses attach zippers with a thimble needle and thread,61543
timit/data/TRAIN/DR2/FMMH0/SX97.WAV,penguins live near the icy antarctic,35943
timit/data/TRAIN/DR2/FPJF0/SI1046.WAV,these men were without capital or experience,41984
timit/data/TRAIN/DR2/FPJF0/SX146.WAV,cyclical programs will never compile,37069
timit/data/TRAIN/DR2/FPJF0/SX352.WAV,according to my interpretation of the problem two lines must be perpendicular,67789
timit/data/TRAIN/DR2/FPJF0/SX56.WAV,academic aptitude guarantees your diploma,41677
timit/data/TRAIN/DR2/FPJF0/SX236.WAV,clear pronunciation is appreciated,39015
timit/data/TRAIN/DR2/FPJF0/SX326.WAV,steve collects rare and novel coins,36557
timit/data/TRAIN/DR2/FPJF0/SI1676.WAV,it snowed continuously but quietly evenly,45364
